2012-01-01,黃嘉松牧師,興旺福音 mp3,腓 1:1-18;27,海沃教會,
2012-01-08,黃嘉松牧師,有感染力的教會,帖前1：1-10,海沃教會,
2012-01-15,黃嘉松牧師,收割靈魂的喜樂,約:4：31-42,海沃教會,
2012-01-22,葉耿齊牧師,王者歸來(一)反叛與憤怒,羅:3：19-20,海沃教會,
2012-01-29,陳鴻沫牧師,雅各的屬靈經歷,創世紀32: 22-32,海沃教會,
2012-02-05,黃嘉松牧師,興旺福音的激情,羅 1:1-7,海沃教會,
2012-02-12,黃嘉松牧師,福音的救贖,"耶2:1-19,24-25",海沃教會,
2012-02-18,遠志明牧師,信息一:作神的兒女||信息二: 吃天上的糧||信息三:走不知道的路 ,,海沃教會,福音佈道會
2012-02-26,林立山弟兄,我們的神,弗1：17,海沃教會,
2012-03-04,黃嘉松牧師,福音:和好的大能,創50:14-21,海沃教會,
2012-03-11,黃嘉松牧師,人子是誰？,太16:13-17,海沃教會,
2012-03-18,黃嘉松牧師,為何不能認識主？,可10:17-27,海沃教會,
2012-03-25,葉耿齊牧師,王者歸來（二） 血路,羅3：21-31,海沃教會,
2012-04-01,黃嘉松牧師,跟隨復活的主,約21:1~17,海沃教會,
2012-04-08,黃嘉松牧師,跟隨復活的主(二),西3：1-11,海沃教會,
2012-04-15,黃嘉松牧師,跟隨復活的主(三),,海沃教會,
2012-04-22,葉耿齊牧師,王者歸來（三） 信心真貌,羅 4：17-25,海沃教會,
2012-04-29,陳鴻沫牧師,活出新生命,西 3：12-17,海沃教會,
2012-05-06,黃嘉松牧師,神揀選與塑造的人-雅各(1),創 25:19-34,海沃教會,
2012-05-13,黃嘉松牧師,神揀選與塑造的人-雅各(2),創 27,海沃教會,
2012-05-20,葉耿齊牧師,王者歸來(四)連結,羅 5：12-21,海沃教會,
2012-05-27,黃嘉松牧師,神揀選與塑造的人-雅各(3),創 28,海沃教會,
2012-06-03,葉耿齊牧師,王者歸來(五)連結, ,海沃教會,
2012-06-10,黃嘉松牧師,神揀選與塑造的人-雅各(4),創 30:25-31:55,海沃教會,
2012-06-17,黃嘉松牧師,神揀選與塑造的人-雅各(5),創 31:55,海沃教會,
2012-06-24,葉耿齊牧師,王者歸來(六) 更高的力量,罗 7：21-8:11,海沃教會,
2012-07-01,黃嘉松牧師,神揀選與塑造的人-雅各(6),創 32,海沃教會,
2012-07-08,黃嘉松牧師,神揀選與塑造的人-雅各(7),創 33:1-20,海沃教會,
2012-07-15,黃嘉松牧師,神揀選與塑造的人-雅各(8),創 34:1-31,海沃教會,
2012-07-29,林力山弟兄,救恩与福音,,海沃教會,
2012-08-05,黃嘉松牧師,神揀選與塑造的人-雅各(9),創 35,海沃教會,
2012-08-12,黃嘉松牧師,神揀選與塑造的人-雅各(10),創 49,海沃教會,
2012-08-19,葉耿齊牧師,王者歸來(七)軟弱中的盼望,羅 8:21-39,海沃教會,
2012-08-26,黃嘉松牧師,求主容我与你同行,来 11：6，林後13：5,海沃教會,
2012-09-02,黃嘉松牧師,信心的省察(二),來 11:6 林後 13:5,海沃教會,
2012-09-09,林立山弟兄,選手選民,林前9：24～25,海沃教會,
2012-09-16,Bob Sjogren,The Other Side of The Cross 十字架的另一面,,海沃教會,
2012-09-16,Bob Sjogren,下午講道:彰顯神的榮耀(1)||下午講道:彰顯神的榮耀(2),,海沃教會,
2012-09-23,黃嘉松牧師,耶和華與他同在,撒上3：1-21,海沃教會,
2012-09-30,黃嘉松牧師,與神相交,約壹 1：1-4,海沃教會,
2012-10-07,黃嘉松牧師,與神相交(二),約壹 1：1-4,海沃教會,
2012-10-14,黃嘉松牧師,行在光中,約壹 1：5-10,海沃教會,
2012-10-21,黃嘉松牧師,行在光中(二),約壹 2：1-2：11,海沃教會,
2012-10-28,陳鴻沫牧師,如何活在不信的世界,,海沃教會,
2012-11-04,黃嘉松牧師,行在光中(三),約壹 2：12-2：17,海沃教會,
2012-11-11,黃嘉松牧師,在盼望中與神相交,約一3:2~10,海沃教會,
2012-11-18,葉耿齊牧師,之後,羅12:1-2,海沃教會,
2012-11-25,黃嘉松牧師,感恩與敬拜,詩 95,海沃教會,
2012-12-02,葉耿齊牧師,思考，再出發,,海沃教會,
2012-12-09,黃嘉松牧師,盼望救主的西面,路2：25-30,海沃教會,
2012-12-16,黃嘉松牧師,蒙福的性情,路1：46-55,海沃教會,
2012-12-23,黃嘉松牧師,歷史的時刻,加4：1-11,海沃教會,
2012-12-30,胡鼎漢牧師,主同在就是幸福,太6:9-13,海沃教會,
2013-01-06,黃嘉松牧師,"發光社區,關懷社群",腓 2:12-17,海沃教會,
2013-01-13,黃嘉松牧師,真實的虔誠,,海沃教會,
2013-01-20,葉耿齊牧師,神的條件,代下7:14,海沃教會,
2013-01-27,黃嘉松牧師,與神同行的對話（一）,太6：5-15,海沃教會,
2013-02-03,葉耿齊牧師,基督徒的生命（一）看重關係的生命,太5：20-26,海沃教會,
2013-02-10,黃嘉松牧師,與神同行的對話（二）,太6：5-15,海沃教會,
2013-02-17,黃嘉松牧師,神情人節的禮物,約3：16,海沃教會,
2013-02-24,葉耿齊牧師,基督徒的生命（二）思想純潔的生命,"太5：20,27-30",海沃教會,
2013-03-03,葉耿齊牧師,基督徒的生命（三）看重婚約的生命,"太5：20,27-30",海沃教會,
2013-03-10,葉耿齊牧師,基督徒的生命（四）看重話語的生命,太5：33-37,海沃教會,
2013-03-17,葉耿齊牧師,基督徒的生命（五）放棄權利的生命,太5：38-42,海沃教會,
2013-03-24,陳肇兆牧師,就愛他們到底,約13：1-17,海沃教會,
2013-03-31,黃嘉松牧師,人子是誰,馬太16：13-19,海沃教會,
2013-04-07,葉耿齊牧師,張力?動力!,徒6：1-7,海沃教會,
2013-04-14,杜林茜牧師,傳承,提2：1-2,海沃教會,
2013-04-21,葉耿齊牧師,張力?動力!(二),創40：23,海沃教會,
2013-04-28,陳鴻沫牧師,更深的醫治,可2：1-12,海沃教會,
2013-05-05,央正義牧師,異象與使命,徒26：16-20 羅:1:11-13,海沃教會,
2013-05-12,葉耿齊牧師,有才德的婦人,箴言31:10-31,海沃教會,
2013-05-19,葉耿齊牧師,因果與恩典(一),加 6:7-8,海沃教會,
2013-05-26,葉耿齊牧師,因果與恩典(二),,海沃教會,
2013-06-02,柳林慧中傳道,從神學角度看餐福運動,哥林多前書 10:31,海沃教會,
2013-06-09,林力山弟兄,有這寶貝,哥林多後書 4：7，16,海沃教會,
2013-06-16,溫英幹弟兄,教養敬虔的後代 | Youtube錄影,詩篇 128：1-6,海沃教會,
2013-06-23,葉耿齊牧師,救恩的目的,提多書 2：11-15,海沃教會,
2013-06-30,葉耿齊牧師,何必上教會,徒2:41-47,海沃教會,
2013-07-07,陳鸿沫牧師,希西家的祷告,賽38：1-20,海沃教會,
2013-07-14,葉耿齊牧師,何必有牧師,,海沃教會,
2013-07-21,關國瑞牧師,夏令會(錄音影像),,Sonoma State University,
2013-08-04,葉耿齊牧師,勇敢的心(前段包含嬰兒奉獻禮),希10:32-39,海沃教會,
2013-08-11,李稼軒傳道,最大的誡命,申6:4-9,海沃教會, 王璐翻譯
2013-08-18,林力山弟兄,更像我主,以4:13,海沃教會,
2013-08-25,葉耿齊牧師,勇敢的心（二）-恢復生機,王下19:1-18,海沃教會,
2013-09-08,吕绍昌牧師,生命的聘禮,,海沃教會,
2013-09-15,陳鸿沫牧師,"成全聖徒,基督身體",,海沃教會,
2013-09-22,葉耿齊牧師,城市與鄉村;宣教與金錢,林後 8:1-15,海沃教會,
2013-09-29,葉耿齊牧師,教會的異象（一）,尼希米記第一章,海沃教會,
2013-10-06,葉耿齊牧師,教會的異象（二）,尼希米記第二章,海沃教會,
2013-10-13,葉耿齊牧師,教會的異象（三）,尼希米記第二章,海沃教會,
2013-10-20,林力山弟兄,耶穌的名,約翰福音,海沃教會,
2013-10-27,葉耿齊牧師,建造,尼3-4章,海沃教會,
2013-11-03,葉耿齊牧師,當問題多過答案,尼希米記第4章,海沃教會,
2013-11-10,葉耿齊牧師,我們中間的惡,尼希米記第5章,海沃教會,
2013-11-17,陳鸿沫牧師,靈性的衰退和恢復,何西阿書,海沃教會,
2013-11-24,李子群牧師,感恩圖報,希伯來2 羅馬書8,海沃教會,
2013-12-01,葉耿齊牧師,品格力,尼希米記5,海沃教會,
2013-12-08,葉耿齊牧師,死亡的約會,尼希米記6,海沃教會,
2013-12-15,林力山弟兄,耶穌的名 (二),以賽亞書9 傳道書3,海沃教會,
2013-12-22,葉耿齊牧師,不一樣的聖誕節,太2：13-15,海沃教會,
2013-12-29,葉耿齊牧師,忍受與忍耐,雅各書 5:7-11,海沃教會,
2014-01-05,葉耿齊牧師,合約與永約,出 24:1-11,海沃教會,
2014-01-12,林力山弟兄,豐盛的生命,約10:10||帖前5：16-18,海沃教會,
2014-01-19,葉耿齊牧師,曠野性格(一)金牛犢的應許,出埃及記32：1-14,海沃教會,
2014-01-26,葉耿齊牧師,曠野性格(二)抱怨,民數記11：1-5， 31-344,海沃教會,
2014-02-02,葉耿齊牧師,曠野性格(三)忌妒,民數記12章,海沃教會,
2014-02-09,葉耿齊牧師,曠野性格(四)眼見為憑,民數記13章,海沃教會,
2014-02-16,陳鴻沫牧師,靠耶和華的名得勝,撒母耳記上記17:41-48,海沃教會,
2014-02-23,葉耿齊牧師,曠野性格(五)擅自行動,民數記14章,海沃教會,
2014-03-02,葉耿齊牧師,曠野性格(六)抗拒權柄,民數記16章,海沃教會,
2014-03-09,葉耿齊牧師,曠野性格(七)不尊神為聖,民數記20章,海沃教會,
2014-03-16,葉耿齊牧師,曠野性格(八)陽奉陰違,民數記22章1-35 24章1,海沃教會,
2014-03-23,江冠明牧師,尋找被遺忘的民族,以西結書34：6-7，11-16,海沃教會,
2014-03-30,葉耿齊牧師,曠野性格(九)淫亂背約,民數記25章,海沃教會,
2014-04-06,葉耿齊牧師,安靜等候中的大能,詩篇130-131,海沃教會,
2014-04-13,陳鴻沫牧師,大衛與先知拿單,撒母耳記上記12:1-15,海沃教會,
2014-04-20,葉耿齊牧師,復活真義,哥林多前書15：12-26,海沃教會,
2014-04-27,何崇謙牧師,此生不枉過,傳道書11:1-10;12:1,海沃教會,
2014-05-04,葉耿齊牧師,真愛方程式(一),哥林多前書 13:1~3,海沃教會,
2014-05-11,葉耿齊牧師,真愛方程式(二) 愛的本質,哥林多前書 13:4,海沃教會,
2014-05-18,王愛敏牧師,大使命,以賽亞書60:1-7 61:1-7,海沃教會,
2014-05-25,葉耿齊牧師,真愛方程式(三) 愛的焦點,哥林多前書 13:4-5,海沃教會,
2014-06-01,周淑慧牧師,生命影響生命之人,"使徒行傳 16:1-3,6-15",海沃教會,
2014-06-08,吳淑儀姊妹,行公義 好憐憫,出埃及記 3:1-15,海沃教會,
2014-06-15,葉耿齊牧師,真愛方程式(四) 愛的溫柔,哥林多前書 13:5,海沃教會,
2014-06-22,林力山弟兄,順服與愛惜,"以弗所書5:22-28,33",海沃教會,
2014-06-29,葉耿齊牧師,真愛方程式(五) 愛的純全,哥林多前書 13:6-8,海沃教會,
2014-07-06,李施德牧師,極限發揮你的國度影響力,馬太福音25:34-40,海沃教會,
2014-07-13,葉耿齊牧師,在憐憫上領先，在恩典上超越(1),路加福音14/ 12-14,海沃教會,
2014-07-20,李定武牧師,在恩典之中成長,馬太福音19:30-20:16,Sonoma State U,
2014-07-27,林力山弟兄,謙卑與順服,馬太福音11:29-30,海沃教會,
2014-08-03,陳鴻沫牧師,重建大衛的帳幕,阿摩司書 9:11-15,海沃教會,
2014-08-10,葉耿齊牧師,在憐憫上領先，在恩慈上超越(二),馬太福音25:31-46,海沃教會,
2014-08-17,柳林慧中傳道,"新伙伴,新契機",以斯帖記4:14,海沃教會,
2014-08-24,葉耿齊牧師,在憐憫上領先，在恩慈上超越(三),路加福音10:25-37,海沃教會,
2014-08-31,葉耿齊牧師,在憐憫上領先，在恩慈上超越(四),約翰福音8:1-8,海沃教會,
2014-09-07,葉耿齊牧師,一路向西(一) 苦中作樂,腓立比書 1:12~26,海沃教會,
2014-09-14,葉耿齊牧師,一路向西(二),腓立比書 1:19~30,海沃教會,
2014-09-21,林力山弟兄,愛慕靈奶,彼得前書2:1-3,海沃教會,
2014-09-28,黃天賜牧師,傳福音的心胸,哥林多前書 9:19-23,海沃教會,
2014-10-05,葉耿齊牧師,一路向西(三),腓立比書1:27-30,海沃教會,
2014-10-12,蔣選民牧師,美的追求,使徒行傳3:1-10,海沃教會,
2014-10-19,林力山弟兄,神的子民,彼得前書2:4-5,海沃教會,
2014-11-02,陳鴻沫牧師,聖靈的工作,"約翰福音 14:16-17, 15:26-27, 16:7-13",海沃教會,
2014-11-09,葉耿齊牧師,一路向西（四）,腓立比書2:12-18,海沃教會,
2014-11-16,葉耿齊牧師,一路向西（五）,腓立比書4:1-7,海沃教會,
2014-11-23,葉耿齊牧師,一路向西（六）,腓立比書4:10-20,海沃教會,
2014-11-30,得救見證,葉耿齊牧師受洗勸勉,,海沃教會,
2014-12-07,葉耿齊牧師,一路向西（七）平安的緣由,腓立比書4:8-9,海沃教會,
2014-12-14,林力山弟兄,神的子民（三）,彼得前書3:10-11,海沃教會,
2014-12-21,葉耿齊牧師,神聖的拉扯,路加福音2:22-38,海沃教會,
2014-12-28,葉耿齊牧師,"向前望, 向後忘",腓立比書3:13-14,海沃教會,
2015-01-04,葉耿齊牧師,成長的呼召,彼得後書3:17-18,海沃教會,
2015-01-11,江冠明牧師,從少數民族宣教來看福音出中國,,海沃教會,
2015-01-18,葉耿齊牧師,成長的努力,彼得後書 1:5-11,海沃教會,
2015-01-25,林力山弟兄,靈命進深,路加福音 2:40-52,海沃教會,
2015-02-01,葉耿齊牧師,長老的寶貴,彼得前書5:1-4,海沃教會,
2015-02-08,葉耿齊牧師,成長的阻攔,彼得前書2:13-22,海沃教會,
2015-02-15,葉耿齊牧師,成長的動力,彼得後書3:10-18,海沃教會,
2015-02-22,葉耿齊牧師,爲生命掘一口深井（一）,哥林前書9:24-27,海沃教會,
2015-03-01,葉耿齊牧師,爲生命掘一口深井（二）找到生命的軸心,詩篇第一篇,海沃教會,
2015-03-08,陳道明牧師,身份與使命,馬太福音5:13-16,海沃教會,
2015-03-15,李稼軒牧師,不要健忘(Don't Be Forgetful!),雅各書1:22-25,海沃教會,
2015-03-22,葉耿齊牧師,爲生命掘一口深井（三）禁食的操練,馬太福音6:16-18 9:14-15,海沃教會,
2015-03-29,葉耿齊牧師,爲生命掘一口深井（四）認罪的操練,約翰壹書1：8-9 雅各書5：16,海沃教會,
2015-04-05,陳鴻沫牧師,復活與更新,歌羅西 3:1-11,海沃教會,
2015-04-12,葉耿齊牧師,爲生命掘一口深井（五）奉獻的操練,哥林多書9:6-11,海沃教會,
2015-04-19,杜林茜牧師,不一樣的生命,詩篇90:1-12,海沃教會,
2015-04-26,義秉欣牧師,神的傑作,以弗所書2:10,海沃教會,
2015-05-03,葉耿齊牧師,爲生命掘一口深井（六）禱告的操練,路加福音11:1-13,海沃教會,
2015-05-10,葉耿齊牧師,爲生命掘一口深井（七）順服的操練,以弗所書5:22-4,海沃教會,
2015-05-17,陳鴻沫牧師,神所要的是什麼,彌迦書6:6-16,海沃教會,
2015-05-24,葉耿齊牧師,做個真男人（一）貞潔的操練,帖撒羅尼迦前書4:3-7,海沃教會,
2015-05-31,葉耿齊牧師,做個真男人（二）服侍的操練,馬太福音20:20-28,海沃教會,
2015-06-07,葉耿齊牧師,做個真男人（三)勇敢的信心,約書亞記1:1-9,海沃教會,
2015-06-14,葉耿齊牧師,做個真男人（四)溫柔的操練,雅各書1:19-20,海沃教會,
2015-06-21,葉耿齊牧師,做個真男人（五)父親的祝福,以弗所書6:4,海沃教會,
2015-06-28,葉耿齊牧師,做個真男人（六)行動的呼召,馬太福音14:22-33,海沃教會,
2015-07-05,陳鴻沫牧師,真理與自由,約翰福音 8:31-37,海沃教會,
2015-07-19,林立山長老,天國子民（四）,馬太福音 13:17-23 36-42,海沃教會,
2015-07-26,林立山長老,天國子民（五）,馬太福音 13:44-46 36-42,海沃教會,
2015-08-02,葉耿齊牧師,一件美事,馬克福音14:1-9,海沃教會,
2015-08-09,林發驥長老,生命窄路與主同過,彼得前書1:6-7,海沃教會,
2015-08-16,陳鴻沫牧師,竭力追求邁向成熟,腓立比書 3:9-16,海沃教會,
2015-08-23,胡鼎漢牧師,恩典之路,出埃及記 33:14,海沃教會,
2015-08-30,林立山長老,天國子民（六）,馬太福音 13：31-32，路加福音 17：5-6,海沃教會,
2015-09-06,葉耿齊牧師,為真實的國度而活（一）,路加福音 9:23-27,海沃教會,
2015-09-13,葉耿齊牧師,為真實的國度而活（二）,路加福音 21:5-36,海沃教會,
2015-09-20,田頌恩傳道,你屬靈嗎?,哥林多前書 2:6-3:4,海沃教會,
2015-09-27,司迦勒牧師,少數民族福音的需要,啟示錄14:6,海沃教會,
2015-10-04,葉耿齊牧師,為真實的國度而活（三）,腓立比書2:14-22,海沃教會,
2015-10-11,傅立德牧師,愛是恆久忍耐，又有恩慈,啟示錄14:6,海沃教會,
2015-10-18,葉耿齊牧師,為真實的國度而活（四）,馬太福音18:21-35,海沃教會,
2015-10-25,陳鴻沫牧師,不见一人，只见耶稣 - 山上变相,馬太福音17:1-8,海沃教會,
2015-11-01,陳鴻沫牧師,山下的事工,馬太福音17:14-21,海沃教會,
2015-11-08,葉耿齊牧師,為真實的國度而活（五）你手中的力量,馬太福音6:30-44,海沃教會,
2015-11-15,葉耿齊牧師,為真實的國度而活（六）忠心地冒險,馬太福音25:14-30,海沃教會,
2015-11-22,葉耿齊牧師,"為真實的國度而活（七）少, 就是多",路加福音10:38-42,海沃教會,
2015-11-29,林立山長老,與恩相稱,以弗所書4:1-3,海沃教會,
2015-12-06,葉耿齊牧師,為真實的國度而活（八）當長處變成短處,馬可福音10:17-22,海沃教會,
2015-12-13,葉耿齊牧師,為真實的國度而活（九）葡萄園的秘密,馬太福音19:27-20:16,海沃教會,
2015-12-20,林立山長老,以馬內利,馬太福音1:21-23,海沃教會,
2015-12-27,葉耿齊牧師,生命不可承受之輕,詩篇39篇,海沃教會,
2016-01-03,葉耿齊牧師,意想不到的力量（一）信心的力量,路加7:1-10,海沃教會,
2016-01-03,葉耿齊牧師,意想不到的力量（一）信心的力量,路加7:1-10,海沃教會,
2016-01-10,葉耿齊牧師,意想不到的力量（二）信心的力量,馬太福音15:21-28,海沃教會,
2016-01-17,葉耿齊牧師,意想不到的力量（三）曠野的力量,馬太福音4:1-11,海沃教會,
2016-01-24,陳道明牧師,基督的門徒（上）,馬太福音16:24，28：19-20,海沃教會,
2016-01-31,秦廣樂牧師,願權能歸於賜諸般恩典的神,彼得前書5:10-11,海沃教會,
2016-02-07,葉耿齊牧師,意想不到的力量（四）依靠的力量,箴言3:1-10,海沃教會,
2016-02-14,葉耿齊牧師,意想不到的力量（五）讚美的力量,歷代志下20:1-30,海沃教會,
2016-02-21,葉耿齊牧師,意想不到的力量（六）軟弱的力量,歌林多後書12:7-10,海沃教會,
2016-02-28,林力山長老,從新得力,以賽亞書 40:29-31,海沃教會,
2016-03-06,秦廣樂牧師,主耶穌在迦拿婚宴上顯出的榮耀,約翰福音2:1-11,海沃教會,
2016-03-13,葉耿齊牧師,意想不到的力量（七）十字架的力量,歌林多前書1:17-25,海沃教會,
2016-03-20,江牧師,大使命宣教的再思,馬太福音28:18-20,海沃教會,
2016-03-27,葉耿齊牧師,意想不到的力量（八）复活的力量,歌羅西書3:1-4,海沃教會,
2016-04-03,陳鴻沫牧師,復活後的驚喜,路加福音 24:13-35,海沃教會,
2016-04-10,趙志文牧師,將你的壓力交給神,民數記11:14、17；林後1:8、9,海沃教會,
2016-04-17,葉耿齊牧師,意想不到的力量（九）禱告的力量,創世紀32章,海沃教會,
2016-04-24,林力山長老,財寶與憂慮的殺傷力,馬太福音6:19-34,海沃教會,
2016-05-01,葉耿齊牧師,意想不到的力量（十）群體的力量,希伯來書10:19-25,海沃教會,
2016-05-08,葉耿齊牧師,榜樣的力量,撒母耳記21:15-22,海沃教會,
2016-05-15,葉耿齊牧師,客觀的力量,馬太福音7:1-6,海沃教會,
2016-05-22,歐謙遜牧師,以基督為至寶,腓立比書3:1-12,海沃教會,
2016-05-29,葉耿齊牧師,饒恕的力量,創世紀50:15-26,海沃教會,
2016-05-29,葉耿齊牧師,饒恕的力量,創世紀50:15-26,海沃教會,
2016-06-05,葉耿齊牧師,和睦的力量,,海沃教會,
2016-06-12,葉耿齊牧師,傾聽的力量,以賽亞書50:4-11,海沃教會,
2016-06-19,葉耿齊牧師,祝福的力量,創世紀 27,海沃教會,
2016-06-26,陳道明牧師,基督的門徒(下),馬太福音 16:24; 28:18-20,海沃教會,
2016-07-03,葉耿齊牧師,事奉的力量,瑪拉基書3:13-17||路加福音17:7-10,海沃教會,
2016-07-10,葉耿齊牧師,恩賜的力量,以弗所書4:7-16,海沃教會,
2016-07-15,華欣牧師,五之一：金牛釀禍||五之二:背影有情||五之三:石板開口||五之四:人臉發光||五之五:舍吉拿 - 彩雲召喚,以弗所書4:7-16,海沃教會,
2016-07-24,林立山長老,待人之道-親和力,,海沃教會,
2016-07-31,林立山長老,以善勝惡的生命力,羅馬書 12:9、21,海沃教會,
2016-08-07,陳鴻沫牧師,教會第一次的內憂,使徒行傳 5:1-11,海沃教會,
2016-08-14,陳鴻沫牧師,教會第二次的內憂,使徒行傳 6:1-7,海沃教會,
2016-08-21,張西平牧師,"非以役人, 乃役於人",馬可福音 10:32-45,海沃教會,
2016-08-28,葉耿齊牧師,同在的力量,出埃及記25:1-9,海沃教會,
2016-09-04,葉耿齊牧師,尋求的力量 – 大衛帳幕,歷代志上13-16章,海沃教會,
2016-09-18,葉耿齊牧師,奉獻的力量,歷代志上29章,海沃教會,
2016-09-25,杜林茜牧師,擴張你帳幕之地,,海沃教會,
2016-10-02,葉耿齊牧師,稱頌的力量,歷代志上 29:10-21,海沃教會,
2016-10-09,葉耿齊牧師,條件的力量,歷代志下 6:12-7:22,海沃教會,
2016-10-16,葉耿齊牧師,重建的力量,哈該書,海沃教會,
2016-10-23,徐國興牧師,憂傷痛悔的心,詩篇 51:1-19,海沃教會,
2016-10-30,陳鴻沫牧師,激動與重建,以斯拉記 3,海沃教會,
2016-11-06,葉耿齊牧師,神聖的渴望,詩篇 120-122,海沃教會,
2016-11-13,葉耿齊牧師,神聖的幫助,詩篇 123-125,海沃教會,
2016-11-20,葉耿齊牧師,神聖的恩典,詩篇 126-128,海沃教會,
2016-11-27,陳道明牧師,基督教是什麼,希伯來書 1：1-3,海沃教會,
2016-12-04,葉耿齊牧師,神聖的安息,詩篇 129-131,海沃教會,
2016-12-11,葉耿齊牧師,神聖的完滿,詩篇 132-134,海沃教會,
2016-12-18,林立山長老,耶穌降生,路加 4:18,海沃教會,
2016-12-25,葉耿齊牧師,星星中的黑夜,馬太 2:13-18,海沃教會,
2017-01-01,葉耿齊牧師,神國優先,馬太福音6:25-34,海沃教會,
2017-01-08,葉耿齊牧師,謙卑優先,以賽亞書57:14-21,海沃教會,
2017-01-15,葉耿齊牧師,悔改優先,"路加福音3:1-10, 13:1-9",海沃教會,
2017-01-20,傅立德牧師,週五信息,,海沃教會,
2017-01-21,傅立德牧師,週六信息1 週六信息2|週六信息2分組后總結 週六信息3（下午）|週六信息3分組后總結 週六信息4（15分鐘不全）|週六信息4分組后總結 週六信息5,,海沃教會,
2017-01-22,傅立德牧師,早上信息 主動了慈心（主日信息）,,海沃教會,
2017-01-29,張麗麗姊妹,跨越界線,腓立比書3:12-14,海沃教會,
